subset,unit_number,last_observed_cycle,actual_rul,predicted_rul,engine_id,prediction_error,risk_level,actual_risk_level,risk_match,recommended_action
FD002,257,199,56,79.84253,FD002-257,23.842529296875,medium,high,False,inspect soon
FD002,202,124,68,80.04377,FD002-202,12.043769836425781,medium,medium,True,inspect soon
FD002,88,166,79,80.30557,FD002-88,1.305572509765625,medium,medium,True,inspect soon
FD004,145,102,59,80.35248,FD004-145,21.35247802734375,medium,high,False,inspect soon
FD002,137,226,88,80.40312,FD002-137,-7.5968780517578125,medium,medium,True,inspect soon
FD002,104,141,106,80.52194,FD002-104,-25.478057861328125,medium,low,False,inspect soon
FD003,34,105,65,80.56512,FD003-34,15.565116882324219,medium,medium,True,inspect soon
FD001,19,135,87,80.76312,FD001-19,-6.23687744140625,medium,medium,True,inspect soon
FD003,57,158,88,80.89233,FD003-57,-7.107673645019531,medium,medium,True,inspect soon
FD002,30,184,78,81.06566,FD002-30,3.0656585693359375,medium,medium,True,inspect soon
FD003,30,333,89,81.22785,FD003-30,-7.772148132324219,medium,medium,True,inspect soon
FD004,200,115,96,81.497215,FD004-200,-14.502784729003906,medium,low,False,inspect soon
FD001,97,134,82,81.656494,FD001-97,-0.343505859375,medium,medium,True,inspect soon
FD002,248,162,56,81.72614,FD002-248,25.72614288330078,medium,high,False,inspect soon
FD004,27,144,76,81.93257,FD004-27,5.9325714111328125,medium,medium,True,inspect soon
FD004,205,95,154,81.9401,FD004-205,-72.05989837646484,medium,low,False,inspect soon
FD002,75,192,98,81.95724,FD002-75,-16.042762756347656,medium,low,False,inspect soon
FD001,45,152,114,81.964966,FD001-45,-32.0350341796875,medium,low,False,inspect soon
FD002,216,100,81,82.420364,FD002-216,1.4203643798828125,medium,medium,True,inspect soon
FD002,234,147,89,82.43032,FD002-234,-6.569679260253906,medium,medium,True,inspect soon
FD003,16,126,56,82.64737,FD003-16,26.647369384765625,medium,high,False,inspect soon
FD003,42,87,115,82.845955,FD003-42,-32.15404510498047,medium,low,False,inspect soon
FD002,229,109,61,83.171165,FD002-229,22.171165466308594,medium,medium,True,inspect soon
FD002,143,226,81,83.5326,FD002-143,2.5326004028320312,medium,medium,True,inspect soon
FD002,259,123,51,83.76082,FD002-259,32.76081848144531,medium,high,False,inspect soon
FD002,163,144,88,83.80191,FD002-163,-4.198089599609375,medium,medium,True,inspect soon
FD001,86,110,89,84.06016,FD001-86,-4.939842224121094,medium,medium,True,inspect soon
FD003,44,146,69,84.14583,FD003-44,15.145828247070312,medium,medium,True,inspect soon
FD004,3,141,107,84.20562,FD004-3,-22.79438018798828,medium,low,False,inspect soon
FD002,17,264,68,84.28367,FD002-17,16.283668518066406,medium,medium,True,inspect soon
FD002,21,128,97,84.45224,FD002-21,-12.547760009765625,medium,low,False,inspect soon
FD003,77,381,86,84.55729,FD003-77,-1.4427108764648438,medium,medium,True,inspect soon
FD002,212,187,57,84.55906,FD002-212,27.559059143066406,medium,high,False,inspect soon
FD004,171,355,126,84.59718,FD004-171,-41.40281677246094,medium,low,False,inspect soon
FD004,96,123,71,84.75964,FD004-96,13.7596435546875,medium,medium,True,inspect soon
FD002,25,147,88,84.97593,FD002-25,-3.0240707397460938,medium,medium,True,inspect soon
FD001,80,133,90,85.14322,FD001-80,-4.856781005859375,medium,medium,True,inspect soon
FD002,239,106,101,85.29685,FD002-239,-15.703147888183594,medium,low,False,inspect soon
FD003,33,180,71,85.30659,FD003-33,14.306587219238281,medium,medium,True,inspect soon
FD002,129,218,79,85.32586,FD002-129,6.325859069824219,medium,medium,True,inspect soon
FD001,12,217,124,85.45036,FD001-12,-38.54963684082031,medium,low,False,inspect soon
FD003,7,158,71,85.45246,FD003-7,14.452461242675781,medium,medium,True,inspect soon
FD001,4,106,82,85.55429,FD001-4,3.554290771484375,medium,medium,True,inspect soon
FD001,10,192,96,85.63302,FD001-10,-10.366981506347656,medium,low,False,inspect soon
FD004,140,160,146,85.67032,FD004-140,-60.329681396484375,medium,low,False,inspect soon
FD002,128,110,108,85.79057,FD002-128,-22.209426879882812,medium,low,False,inspect soon
FD002,92,123,73,85.80109,FD002-92,12.80108642578125,medium,medium,True,inspect soon
FD002,94,117,97,85.82251,FD002-94,-11.177490234375,medium,low,False,inspect soon
FD004,107,121,41,85.83889,FD004-107,44.838890075683594,medium,high,False,inspect soon
FD004,214,102,89,85.9102,FD004-214,-3.0897979736328125,medium,medium,True,inspect soon
FD004,212,261,76,86.15056,FD004-212,10.150558471679688,medium,medium,True,inspect soon
FD002,153,146,99,86.50829,FD002-153,-12.491706848144531,medium,low,False,inspect soon
FD002,172,128,107,86.68979,FD002-172,-20.310211181640625,medium,low,False,inspect soon
FD002,55,123,103,86.781525,FD002-55,-16.218475341796875,medium,low,False,inspect soon
FD004,210,135,88,87.07093,FD004-210,-0.9290695190429688,medium,medium,True,inspect soon
FD002,151,141,115,87.600006,FD002-151,-27.399993896484375,medium,low,False,inspect soon
FD002,20,101,54,87.637474,FD002-20,33.637474060058594,medium,high,False,inspect soon
FD004,138,239,88,87.80255,FD004-138,-0.19744873046875,medium,medium,True,inspect soon
FD004,175,116,123,87.98,FD004-175,-35.019996643066406,medium,low,False,inspect soon
FD002,82,96,74,88.1896,FD002-82,14.189598083496094,medium,medium,True,inspect soon
FD004,88,140,56,88.378784,FD004-88,32.3787841796875,medium,high,False,inspect soon
FD004,233,111,110,88.44766,FD004-233,-21.552337646484375,medium,low,False,inspect soon
FD002,235,102,190,88.55131,FD002-235,-101.44869232177734,medium,low,False,inspect soon
FD004,9,284,99,88.67081,FD004-9,-10.329193115234375,medium,low,False,inspect soon
FD004,247,94,112,89.07015,FD004-247,-22.929847717285156,medium,low,False,inspect soon
FD002,74,103,86,89.66127,FD002-74,3.6612701416015625,medium,medium,True,inspect soon
FD001,11,83,97,89.80512,FD001-11,-7.194877624511719,medium,low,False,inspect soon
FD002,72,143,104,89.91798,FD002-72,-14.082023620605469,medium,low,False,inspect soon
FD004,201,139,59,89.99565,FD004-201,30.995651245117188,medium,high,False,inspect soon
FD004,78,106,74,90.76607,FD004-78,16.766067504882812,low,medium,False,normal monitoring
FD004,36,159,73,90.98612,FD004-36,17.986122131347656,low,medium,False,normal monitoring
FD003,66,122,87,91.23331,FD003-66,4.233306884765625,low,medium,False,normal monitoring
FD002,168,107,82,91.58025,FD002-168,9.580253601074219,low,medium,False,normal monitoring
FD003,56,162,93,91.61466,FD003-56,-1.3853378295898438,low,low,True,normal monitoring
FD001,57,160,103,91.77056,FD001-57,-11.229438781738281,low,low,True,normal monitoring
FD003,68,188,103,91.96519,FD003-68,-11.034812927246094,low,low,True,normal monitoring
FD004,131,193,101,92.77532,FD004-131,-8.224678039550781,low,low,True,normal monitoring
FD002,16,88,67,92.81592,FD002-16,25.81591796875,low,medium,False,normal monitoring
FD002,35,77,63,92.85231,FD002-35,29.852310180664062,low,medium,False,normal monitoring
FD002,180,154,97,92.92556,FD002-180,-4.074440002441406,low,low,True,normal monitoring
FD004,66,97,133,92.97221,FD004-66,-40.02778625488281,low,low,True,normal monitoring
FD002,3,165,106,93.33398,FD002-3,-12.666023254394531,low,low,True,normal monitoring
FD004,120,170,137,93.47884,FD004-120,-43.521156311035156,low,low,True,normal monitoring
FD004,193,263,104,93.76281,FD004-193,-10.237190246582031,low,low,True,normal monitoring
FD004,18,247,104,94.27821,FD004-18,-9.721786499023438,low,low,True,normal monitoring
FD004,162,99,84,94.29894,FD004-162,10.298942565917969,low,medium,False,normal monitoring
FD001,5,98,91,94.31832,FD001-5,3.3183212280273438,low,low,True,normal monitoring
FD004,149,320,76,94.36416,FD004-149,18.364158630371094,low,medium,False,normal monitoring
FD003,51,118,78,94.69503,FD003-51,16.695030212402344,low,medium,False,normal monitoring
FD002,4,86,110,94.74647,FD002-4,-15.253532409667969,low,low,True,normal monitoring
FD001,8,166,95,94.86363,FD001-8,-0.1363677978515625,low,low,True,normal monitoring
FD002,108,174,168,95.029106,FD002-108,-72.97089385986328,low,low,True,normal monitoring
FD004,43,120,42,95.197365,FD004-43,53.197364807128906,low,high,False,normal monitoring
FD002,166,97,188,95.24541,FD002-166,-92.75459289550781,low,low,True,normal monitoring
FD004,112,88,66,95.335625,FD004-112,29.33562469482422,low,medium,False,normal monitoring
FD001,50,74,79,95.87589,FD001-50,16.875892639160156,low,medium,False,normal monitoring
FD004,242,112,81,96.10773,FD004-242,15.10772705078125,low,medium,False,normal monitoring
FD002,67,146,86,96.13176,FD002-67,10.131759643554688,low,medium,False,normal monitoring
FD004,45,78,85,96.50009,FD004-45,11.500091552734375,low,medium,False,normal monitoring
FD003,53,108,87,96.87956,FD003-53,9.879562377929688,low,medium,False,normal monitoring
FD004,79,184,78,96.88645,FD004-79,18.886451721191406,low,medium,False,normal monitoring
FD001,70,152,94,97.36678,FD001-70,3.3667831420898438,low,low,True,normal monitoring
FD004,221,176,73,97.38527,FD004-221,24.385269165039062,low,medium,False,normal monitoring
FD003,70,84,63,97.584885,FD003-70,34.58488464355469,low,medium,False,normal monitoring
FD004,208,180,91,97.80702,FD004-208,6.8070220947265625,low,low,True,normal monitoring
FD003,5,138,101,97.82529,FD003-5,-3.174713134765625,low,low,True,normal monitoring
FD004,87,167,94,98.2576,FD004-87,4.257598876953125,low,low,True,normal monitoring
FD001,16,113,84,98.32791,FD001-16,14.327911376953125,low,medium,False,normal monitoring
FD004,132,115,116,98.54857,FD004-132,-17.451431274414062,low,low,True,normal monitoring
FD002,238,94,134,98.90381,FD002-238,-35.09619140625,low,low,True,normal monitoring
FD004,24,174,142,98.957924,FD004-24,-43.042076110839844,low,low,True,normal monitoring
FD002,219,161,73,99.076416,FD002-219,26.076416015625,low,medium,False,normal monitoring
FD002,152,90,59,99.46438,FD002-152,40.464378356933594,low,high,False,normal monitoring
FD004,29,216,64,99.5869,FD004-29,35.58689880371094,low,medium,False,normal monitoring
FD004,137,291,159,99.63898,FD004-137,-59.36102294921875,low,low,True,normal monitoring
FD003,84,76,104,99.73056,FD003-84,-4.269439697265625,low,low,True,normal monitoring
FD001,6,105,93,100.546,FD001-6,7.545997619628906,low,low,True,normal monitoring
FD002,191,95,148,100.74146,FD002-191,-47.25853729248047,low,low,True,normal monitoring
FD001,30,143,115,100.74282,FD001-30,-14.257179260253906,low,low,True,normal monitoring
FD004,95,110,171,100.79027,FD004-95,-70.20973205566406,low,low,True,normal monitoring
FD002,156,75,83,101.133705,FD002-156,18.133705139160156,low,medium,False,normal monitoring
FD002,46,132,112,101.217545,FD002-46,-10.782455444335938,low,low,True,normal monitoring
FD002,86,83,194,101.24496,FD002-86,-92.75504302978516,low,low,True,normal monitoring
FD002,136,77,87,101.28135,FD002-136,14.281349182128906,low,medium,False,normal monitoring
FD001,29,171,90,101.43889,FD001-29,11.438888549804688,low,medium,False,normal monitoring
FD002,10,84,79,101.475746,FD002-10,22.475746154785156,low,medium,False,normal monitoring
FD001,74,137,126,101.88686,FD001-74,-24.113136291503906,low,low,True,normal monitoring
FD001,95,89,128,101.93503,FD001-95,-26.064971923828125,low,low,True,normal monitoring
FD004,92,116,73,102.061745,FD004-92,29.061744689941406,low,medium,False,normal monitoring
FD004,17,334,162,102.069305,FD004-17,-59.930694580078125,low,low,True,normal monitoring
FD004,54,81,176,102.35633,FD004-54,-73.64366912841797,low,low,True,normal monitoring
FD002,157,161,171,102.47693,FD002-157,-68.5230712890625,low,low,True,normal monitoring
FD002,29,101,83,102.56046,FD002-29,19.560462951660156,low,medium,False,normal monitoring
FD002,118,97,150,102.597725,FD002-118,-47.40227508544922,low,low,True,normal monitoring
FD002,147,78,92,102.629745,FD002-147,10.629745483398438,low,low,True,normal monitoring
FD004,161,257,82,102.64894,FD004-161,20.648941040039062,low,medium,False,normal monitoring
FD004,153,130,173,102.72937,FD004-153,-70.2706298828125,low,low,True,normal monitoring
FD002,230,125,85,102.74938,FD002-230,17.74938201904297,low,medium,False,normal monitoring
FD004,14,102,105,102.81115,FD004-14,-2.1888504028320312,low,low,True,normal monitoring
FD002,95,78,73,102.84025,FD002-95,29.840248107910156,low,medium,False,normal monitoring
FD002,126,99,124,103.06369,FD002-126,-20.936309814453125,low,low,True,normal monitoring
FD004,236,176,75,103.112724,FD004-236,28.11272430419922,low,medium,False,normal monitoring
FD002,145,142,98,103.13464,FD002-145,5.1346435546875,low,low,True,normal monitoring
FD001,28,158,97,103.20344,FD001-28,6.203437805175781,low,low,True,normal monitoring
FD004,6,146,78,103.239426,FD004-6,25.239425659179688,low,medium,False,normal monitoring
FD003,29,89,124,103.36012,FD003-29,-20.639877319335938,low,low,True,normal monitoring
FD002,203,115,192,103.49253,FD002-203,-88.5074691772461,low,low,True,normal monitoring
FD004,230,157,98,103.501564,FD004-230,5.501564025878906,low,low,True,normal monitoring
FD002,169,80,135,103.56523,FD002-169,-31.434768676757812,low,low,True,normal monitoring
FD004,75,203,124,103.72372,FD004-75,-20.276283264160156,low,low,True,normal monitoring
FD001,51,144,114,103.89808,FD001-51,-10.101921081542969,low,low,True,normal monitoring
FD001,67,71,77,104.35486,FD001-67,27.3548583984375,low,medium,False,normal monitoring
FD004,168,74,87,104.51631,FD004-168,17.516311645507812,low,medium,False,normal monitoring
FD004,130,107,165,104.537964,FD004-130,-60.4620361328125,low,low,True,normal monitoring
FD002,258,98,131,104.57456,FD002-258,-26.425437927246094,low,low,True,normal monitoring
FD003,96,358,113,104.65506,FD003-96,-8.344940185546875,low,low,True,normal monitoring
FD004,80,112,114,104.8243,FD004-80,-9.175697326660156,low,low,True,normal monitoring
FD003,67,186,92,104.85278,FD003-67,12.852783203125,low,low,True,normal monitoring
FD003,73,109,99,105.05657,FD003-73,6.056571960449219,low,low,True,normal monitoring
FD003,35,144,87,105.246254,FD003-35,18.246253967285156,low,medium,False,normal monitoring
FD001,75,88,113,105.40186,FD001-75,-7.598136901855469,low,low,True,normal monitoring
FD004,176,185,103,105.51076,FD004-176,2.5107574462890625,low,low,True,normal monitoring
FD004,26,90,92,105.6029,FD004-26,13.602897644042969,low,low,True,normal monitoring
FD002,47,81,131,105.706505,FD002-47,-25.293495178222656,low,low,True,normal monitoring
FD003,69,105,100,105.79319,FD003-69,5.793190002441406,low,low,True,normal monitoring
FD004,21,202,91,105.858154,FD004-21,14.858154296875,low,low,True,normal monitoring
FD004,163,122,95,106.13237,FD004-163,11.132369995117188,low,low,True,normal monitoring
FD002,188,86,183,106.167015,FD002-188,-76.8329849243164,low,low,True,normal monitoring
FD003,12,146,115,106.168594,FD003-12,-8.831405639648438,low,low,True,normal monitoring
FD004,207,179,116,106.260765,FD004-207,-9.739234924316406,low,low,True,normal monitoring
FD004,56,180,67,106.281555,FD004-56,39.28155517578125,low,medium,False,normal monitoring
FD003,60,112,128,106.48626,FD003-60,-21.51374053955078,low,low,True,normal monitoring
FD004,50,206,86,106.50253,FD004-50,20.502532958984375,low,medium,False,normal monitoring
FD002,119,202,106,106.64593,FD002-119,0.6459274291992188,low,low,True,normal monitoring
FD004,206,291,109,106.646736,FD004-206,-2.3532638549804688,low,low,True,normal monitoring
FD004,117,97,75,106.67775,FD004-117,31.677749633789062,low,medium,False,normal monitoring
FD002,54,74,106,107.02301,FD002-54,1.02301025390625,low,low,True,normal monitoring
FD002,170,85,182,107.37284,FD002-170,-74.62715911865234,low,low,True,normal monitoring
FD002,187,84,158,107.38239,FD002-187,-50.61760711669922,low,low,True,normal monitoring
FD004,148,126,145,107.54258,FD004-148,-37.457420349121094,low,low,True,normal monitoring
FD001,15,76,83,107.54829,FD001-15,24.54828643798828,low,medium,False,normal monitoring
FD003,18,244,132,107.56574,FD003-18,-24.43425750732422,low,low,True,normal monitoring
FD001,7,160,91,107.572876,FD001-7,16.5728759765625,low,low,True,normal monitoring
FD004,160,122,83,107.65132,FD004-160,24.651321411132812,low,medium,False,normal monitoring
FD004,178,279,106,107.78119,FD004-178,1.78118896484375,low,low,True,normal monitoring
FD001,73,112,131,108.35375,FD001-73,-22.64624786376953,low,low,True,normal monitoring
FD004,74,223,89,108.36712,FD004-74,19.36711883544922,low,medium,False,normal monitoring
FD001,48,78,92,108.38091,FD001-48,16.38091278076172,low,low,True,normal monitoring
FD002,61,70,169,108.98761,FD002-61,-60.01239013671875,low,low,True,normal monitoring
FD002,141,69,155,109.01263,FD002-141,-45.98737335205078,low,low,True,normal monitoring
FD002,247,87,148,109.557915,FD002-247,-38.44208526611328,low,low,True,normal monitoring
FD002,49,65,122,109.63135,FD002-49,-12.36865234375,low,low,True,normal monitoring
FD002,196,109,93,109.71001,FD002-196,16.710006713867188,low,low,True,normal monitoring
FD001,60,147,100,109.89772,FD001-60,9.897720336914062,low,low,True,normal monitoring
FD001,71,68,118,109.946465,FD001-71,-8.053535461425781,low,low,True,normal monitoring
FD003,41,101,131,110.01328,FD003-41,-20.986717224121094,low,low,True,normal monitoring
FD004,108,145,153,110.02359,FD004-108,-42.976409912109375,low,low,True,normal monitoring
FD002,93,76,183,110.15981,FD002-93,-72.8401870727539,low,low,True,normal monitoring
FD004,60,135,139,110.32032,FD004-60,-28.67967987060547,low,low,True,normal monitoring
FD002,255,150,122,110.421875,FD002-255,-11.578125,low,low,True,normal monitoring
FD001,26,76,119,110.45514,FD001-26,-8.54486083984375,low,low,True,normal monitoring
FD003,28,70,144,110.470665,FD003-28,-33.529335021972656,low,low,True,normal monitoring
FD004,152,195,88,110.86299,FD004-152,22.862991333007812,low,medium,False,normal monitoring
FD002,246,80,152,111.21188,FD002-246,-40.788116455078125,low,low,True,normal monitoring
FD001,59,94,114,111.26776,FD001-59,-2.73223876953125,low,low,True,normal monitoring
FD002,77,67,94,111.327324,FD002-77,17.32732391357422,low,low,True,normal monitoring
FD002,106,72,120,111.43101,FD002-106,-8.568992614746094,low,low,True,normal monitoring
FD004,7,54,94,111.47118,FD004-7,17.47118377685547,low,low,True,normal monitoring
FD004,4,208,75,111.48152,FD004-4,36.48152160644531,low,medium,False,normal monitoring
FD004,16,240,160,111.52655,FD004-16,-48.47344970703125,low,low,True,normal monitoring
FD004,115,82,139,111.58409,FD004-115,-27.415908813476562,low,low,True,normal monitoring
FD002,214,75,172,111.6109,FD002-214,-60.38909912109375,low,low,True,normal monitoring
FD002,125,79,179,111.626434,FD002-125,-67.37356567382812,low,low,True,normal monitoring
FD004,211,206,108,111.76556,FD004-211,3.7655563354492188,low,low,True,normal monitoring
FD004,165,178,111,111.79631,FD004-165,0.7963104248046875,low,low,True,normal monitoring
FD003,22,119,119,111.896286,FD003-22,-7.1037139892578125,low,low,True,normal monitoring
FD001,55,113,137,111.98,FD001-55,-25.019996643066406,low,low,True,normal monitoring
FD002,12,74,73,112.17131,FD002-12,39.17131042480469,low,medium,False,normal monitoring
FD002,175,83,142,112.81119,FD002-175,-29.188812255859375,low,low,True,normal monitoring
FD004,128,139,126,112.89577,FD004-128,-13.104232788085938,low,low,True,normal monitoring
FD002,2,55,79,113.027756,FD002-2,34.02775573730469,low,medium,False,normal monitoring
FD004,188,157,135,113.104744,FD004-188,-21.89525604248047,low,low,True,normal monitoring
FD004,57,121,97,113.12142,FD004-57,16.121421813964844,low,low,True,normal monitoring
FD002,200,60,174,113.19818,FD002-200,-60.80181884765625,low,low,True,normal monitoring
FD002,121,59,67,113.28515,FD002-121,46.28514862060547,low,medium,False,normal monitoring
FD004,167,99,109,113.34437,FD004-167,4.344367980957031,low,low,True,normal monitoring
FD004,63,158,184,113.34449,FD004-63,-70.65550994873047,low,low,True,normal monitoring
FD004,83,274,172,113.426704,FD004-83,-58.57329559326172,low,low,True,normal monitoring
FD004,97,51,105,113.64134,FD004-97,8.641342163085938,low,low,True,normal monitoring
FD002,215,71,101,113.67093,FD002-215,12.670928955078125,low,low,True,normal monitoring
FD003,13,65,115,113.67721,FD003-13,-1.3227920532226562,low,low,True,normal monitoring
FD004,182,98,116,113.79266,FD004-182,-2.20733642578125,low,low,True,normal monitoring
FD002,199,117,103,113.940865,FD002-199,10.940864562988281,low,low,True,normal monitoring
FD001,83,73,137,113.97857,FD001-83,-23.02143096923828,low,low,True,normal monitoring
FD002,167,78,96,114.14103,FD002-167,18.141029357910156,low,low,True,normal monitoring
FD002,26,76,163,114.200195,FD002-26,-48.7998046875,low,low,True,normal monitoring
FD004,196,70,89,114.28247,FD004-196,25.282470703125,low,medium,False,normal monitoring
FD002,131,73,120,114.41884,FD002-131,-5.5811614990234375,low,low,True,normal monitoring
FD001,23,130,113,114.48969,FD001-23,1.4896926879882812,low,low,True,normal monitoring
FD003,95,213,127,114.77116,FD003-95,-12.228843688964844,low,low,True,normal monitoring
FD003,15,112,108,114.802155,FD003-15,6.802154541015625,low,low,True,normal monitoring
FD002,155,72,108,114.88958,FD002-155,6.889579772949219,low,low,True,normal monitoring
FD003,19,115,85,114.987076,FD003-19,29.987075805664062,low,medium,False,normal monitoring
FD004,41,414,97,115.27945,FD004-41,18.279449462890625,low,low,True,normal monitoring
FD001,96,97,137,115.31508,FD001-96,-21.684921264648438,low,low,True,normal monitoring
FD003,43,133,128,115.42418,FD003-43,-12.575820922851562,low,low,True,normal monitoring
FD002,31,123,75,115.435165,FD002-31,40.43516540527344,low,medium,False,normal monitoring
FD002,174,51,95,115.53779,FD002-174,20.53778839111328,low,low,True,normal monitoring
FD004,122,117,192,115.62488,FD004-122,-76.3751220703125,low,low,True,normal monitoring
FD003,27,104,88,115.62801,FD003-27,27.628013610839844,low,medium,False,normal monitoring
FD004,189,107,56,115.693794,FD004-189,59.69379425048828,low,high,False,normal monitoring
FD002,6,63,155,115.78697,FD002-6,-39.21302795410156,low,low,True,normal monitoring
FD004,30,229,118,115.920685,FD004-30,-2.079315185546875,low,low,True,normal monitoring
FD002,178,54,144,116.15384,FD002-178,-27.846160888671875,low,low,True,normal monitoring
FD002,243,40,161,116.25114,FD002-243,-44.748863220214844,low,low,True,normal monitoring
FD002,117,55,181,116.32284,FD002-117,-64.67716217041016,low,low,True,normal monitoring
FD002,27,68,126,116.43439,FD002-27,-9.56561279296875,low,low,True,normal monitoring
FD002,81,76,141,116.47238,FD002-81,-24.527618408203125,low,low,True,normal monitoring
FD004,85,174,115,116.58823,FD004-85,1.588226318359375,low,low,True,normal monitoring
FD002,217,49,86,116.90993,FD002-217,30.909927368164062,low,medium,False,normal monitoring
FD004,93,200,154,116.91915,FD004-93,-37.080848693847656,low,low,True,normal monitoring
FD001,89,177,136,116.99475,FD001-89,-19.0052490234375,low,low,True,normal monitoring
FD002,105,61,116,117.1765,FD002-105,1.1764984130859375,low,low,True,normal monitoring
FD002,228,44,126,117.23023,FD002-228,-8.769767761230469,low,low,True,normal monitoring
FD004,136,56,122,117.32852,FD004-136,-4.671478271484375,low,low,True,normal monitoring
FD002,123,61,180,117.43812,FD002-123,-62.56188201904297,low,low,True,normal monitoring
FD001,65,71,128,117.44405,FD001-65,-10.555946350097656,low,low,True,normal monitoring
FD004,34,361,126,117.492615,FD004-34,-8.50738525390625,low,low,True,normal monitoring
FD002,256,59,191,117.52586,FD002-256,-73.47413635253906,low,low,True,normal monitoring
FD004,139,88,173,117.5635,FD004-139,-55.436500549316406,low,low,True,normal monitoring
FD002,154,58,103,117.64434,FD002-154,14.644340515136719,low,low,True,normal monitoring
FD001,69,54,121,117.6636,FD001-69,-3.3364028930664062,low,low,True,normal monitoring
FD002,149,70,165,117.66792,FD002-149,-47.33207702636719,low,low,True,normal monitoring
FD001,54,121,97,117.70938,FD001-54,20.709381103515625,low,low,True,normal monitoring
FD003,83,168,145,117.720146,FD003-83,-27.27985382080078,low,low,True,normal monitoring
FD002,251,64,84,117.73199,FD002-251,33.73198699951172,low,medium,False,normal monitoring
FD002,56,73,152,117.73334,FD002-56,-34.26666259765625,low,low,True,normal monitoring
FD003,4,68,120,117.8614,FD003-4,-2.1386032104492188,low,low,True,normal monitoring
FD004,157,138,172,117.884895,FD004-157,-54.11510467529297,low,low,True,normal monitoring
FD004,127,98,195,117.9441,FD004-127,-77.05590057373047,low,low,True,normal monitoring
FD002,57,76,123,118.04274,FD002-57,-4.9572601318359375,low,low,True,normal monitoring
FD003,52,38,120,118.057915,FD003-52,-1.9420852661132812,low,low,True,normal monitoring
FD002,184,64,191,118.12719,FD002-184,-72.87281036376953,low,low,True,normal monitoring
FD004,51,137,119,118.209076,FD004-51,-0.790924072265625,low,low,True,normal monitoring
FD002,221,55,139,118.25963,FD002-221,-20.740371704101562,low,low,True,normal monitoring
FD004,5,51,149,118.44673,FD004-5,-30.553268432617188,low,low,True,normal monitoring
FD001,44,54,109,118.47983,FD001-44,9.479827880859375,low,low,True,normal monitoring
FD004,243,199,118,118.5317,FD004-243,0.5317001342773438,low,low,True,normal monitoring
FD004,129,315,120,118.57565,FD004-129,-1.424346923828125,low,low,True,normal monitoring
FD002,220,54,121,118.598976,FD002-220,-2.4010238647460938,low,low,True,normal monitoring
FD004,55,103,157,118.613785,FD004-55,-38.38621520996094,low,low,True,normal monitoring
FD002,37,49,151,118.62357,FD002-37,-32.376426696777344,low,low,True,normal monitoring
FD002,240,50,121,118.7765,FD002-240,-2.2235031127929688,low,low,True,normal monitoring
FD004,72,118,176,118.79819,FD004-72,-57.201812744140625,low,low,True,normal monitoring
FD003,54,50,87,118.80459,FD003-54,31.804588317871094,low,medium,False,normal monitoring
FD002,205,31,134,118.83662,FD002-205,-15.163383483886719,low,low,True,normal monitoring
FD004,33,107,147,118.85398,FD004-33,-28.146018981933594,low,low,True,normal monitoring
FD004,98,82,113,118.855,FD004-98,5.855003356933594,low,low,True,normal monitoring
FD002,69,158,115,118.93131,FD002-69,3.9313125610351562,low,low,True,normal monitoring
FD001,99,97,117,119.02131,FD001-99,2.0213088989257812,low,low,True,normal monitoring
FD004,146,84,100,119.061806,FD004-146,19.061805725097656,low,low,True,normal monitoring
FD001,47,73,135,119.069496,FD001-47,-15.930503845214844,low,low,True,normal monitoring
FD004,81,60,96,119.137215,FD004-81,23.13721466064453,low,low,True,normal monitoring
FD002,194,50,122,119.144714,FD002-194,-2.85528564453125,low,low,True,normal monitoring
FD004,218,63,154,119.14609,FD004-218,-34.853912353515625,low,low,True,normal monitoring
FD004,195,186,166,119.19626,FD004-195,-46.803741455078125,low,low,True,normal monitoring
FD004,84,88,166,119.25436,FD004-84,-46.745643615722656,low,low,True,normal monitoring
FD001,9,55,111,119.61708,FD001-9,8.617080688476562,low,low,True,normal monitoring
FD002,66,63,121,119.67209,FD002-66,-1.327911376953125,low,low,True,normal monitoring
FD004,226,59,88,119.8028,FD004-226,31.80280303955078,low,medium,False,normal monitoring
FD001,14,46,107,119.881805,FD001-14,12.881805419921875,low,low,True,normal monitoring
FD001,39,37,142,119.94291,FD001-39,-22.057090759277344,low,low,True,normal monitoring
FD003,36,90,137,119.96672,FD003-36,-17.033279418945312,low,low,True,normal monitoring
FD004,46,37,134,120.00982,FD004-46,-13.990180969238281,low,low,True,normal monitoring
FD003,6,64,99,120.091675,FD003-6,21.0916748046875,low,low,True,normal monitoring
FD004,94,105,129,120.20505,FD004-94,-8.794952392578125,low,low,True,normal monitoring
FD004,53,67,142,120.363434,FD004-53,-21.636566162109375,low,low,True,normal monitoring
FD002,244,49,181,120.44414,FD002-244,-60.55586242675781,low,low,True,normal monitoring
FD004,166,63,72,120.512474,FD004-166,48.512474060058594,low,medium,False,normal monitoring
FD002,197,59,132,120.53307,FD002-197,-11.466926574707031,low,low,True,normal monitoring
FD004,215,72,145,120.5464,FD004-215,-24.453598022460938,low,low,True,normal monitoring
FD003,49,211,135,120.69216,FD003-49,-14.307838439941406,low,low,True,normal monitoring
FD002,89,59,97,120.93255,FD002-89,23.93254852294922,low,low,True,normal monitoring
FD003,17,230,136,120.9858,FD003-17,-15.014198303222656,low,low,True,normal monitoring
